Train_No,Train_Name,Train_Type,SEQ,Station_Code,Station_Name,Arrival_time,Departure_time,Distance,Runs_On
59841,Passenger,PASSENGER,2,MKPR,Makarpura,18:47:00,18:48:00,6,1111111
59841,Passenger,PASSENGER,3,VRA,Varnama,18:55:00,18:55:00,13,1111111
59841,Passenger,PASSENGER,4,ITL,Itola,19:02:00,19:03:00,20,1111111
59841,Passenger,PASSENGER,5,MYG,Miyagam Karjan,19:17:00,19:18:00,33,1111111
59841,Passenger,PASSENGER,6,PLJ,Palej,19:32:00,19:33:00,46,1111111
59841,Passenger,PASSENGER,7,BH,Bharuch Jn,19:57:00,20:00:00,70,1111111
59841,Passenger,PASSENGER,8,ANK,Ankleshwar Jn,20:11:00,20:12:00,80,1111111
59841,Passenger,PASSENGER,9,KSB,Kosamba Jn,20:27:00,20:27:00,95,1111111
59841,Passenger,PASSENGER,10,KIM,Kim,20:36:00,20:37:00,104,1111111
59841,Passenger,PASSENGER,11,SYN,Sayan,20:50:00,20:51:00,116,1111111
59841,Passenger,PASSENGER,12,UTN,Utran,21:00:00,21:01:00,124,1111111
59841,Passenger,PASSENGER,13,ST,Surat,21:08:00,--,129,1111111
59942,DEMU,PASSENGER,1,ST,Surat,--,12:27:00,0,1111111
59942,DEMU,PASSENGER,2,UTN,Utran,12:34:00,12:35:00,5,1111111
59942,DEMU,PASSENGER,3,SYN,Sayan,12:43:00,12:43:00,13,1111111
59942,DEMU,PASSENGER,4,KIM,Kim,12:55:00,12:56:00,25,1111111
59942,DEMU,PASSENGER,5,KSB,Kosamba Jn,13:06:00,13:07:00,34,1111111
59942,DEMU,PASSENGER,6,ANK,Ankleshwar Jn,13:23:00,13:24:00,49,1111111
59942,DEMU,PASSENGER,7,BH,Bharuch Jn,13:35:00,13:38:00,59,1111111
59942,DEMU,PASSENGER,8,PLJ,Palej,14:02:00,14:03:00,83,1111111
59942,DEMU,PASSENGER,9,MYG,Miyagam Karjan,14:17:00,14:18:00,96,1111111
59942,DEMU,PASSENGER,10,ITL,Itola,14:31:00,14:32:00,109,1111111
59942,DEMU,PASSENGER,11,VRA,Varnama,14:41:00,14:42:00,116,1111111
59942,DEMU,PASSENGER,12,MKPR,Makarpura,14:51:00,14:52:00,123,1111111
59942,DEMU,PASSENGER,13,BRC,Vadodara Jn,14:59:00,--,129,1111111
59317,MEMU,PASSENGER,1,BRC,Vadodara Jn,--,06:21:00,0,1111111
59317,MEMU,PASSENGER,2,MKPR,Makarpura,06:29:00,06:30:00,6,1111111
59317,MEMU,PASSENGER,3,VRA,Varnama,06:37:00,06:37:00,13,1111111
59317,MEMU,PASSENGER,4,ITL,Itola,06:44:00,06:45:00,20,1111111
59317,MEMU,PASSENGER,5,MYG,Miyagam Karjan,06:59:00,07:00:00,33,1111111
59317,MEMU,PASSENGER,6,PLJ,Palej,07:13:00,07:13:00,46,1111111
59317,MEMU,PASSENGER,7,BH,Bharuch Jn,07:35:00,07:38:00,70,1111111
59317,MEMU,PASSENGER,8,ANK,Ankleshwar Jn,07:50:00,07:51:00,80,1111111
59317,MEMU,PASSENGER,9,KSB,Kosamba Jn,08:06:00,08:07:00,95,1111111
59317,MEMU,PASSENGER,10,KIM,Kim,08:18:00,08:19:00,104,1111111
59317,MEMU,PASSENGER,11,SYN,Sayan,08:31:00,08:31:00,116,1111111
59317,MEMU,PASSENGER,12,UTN,Utran,08:39:00,08:40:00,124,1111111
59317,MEMU,PASSENGER,13,ST,Surat,08:46:00,--,129,1111111
59726,MEMU,PASSENGER,1,ST,Surat,--,16:03:00,0,1111111
59726,MEMU,PASSENGER,2,UTN,Utran,16:10:00,16:11:00,5,1111111
59726,MEMU,PASSENGER,3,SYN,Sayan,16:20:00,16:21:00,13,1111111
59726,MEMU,PASSENGER,4,KIM,Kim,16:34:00,16:35:00,25,1111111
59726,MEMU,PASSENGER,5,KSB,Kosamba Jn,16:45:00,16:45:00,34,1111111
59726,MEMU,PASSENGER,6,ANK,Ankleshwar Jn,16:59:00,17:00:00,49,1111111
59726,MEMU,PASSENGER,7,BH,Bharuch Jn,17:11:00,17:14:00,59,1111111
59726,MEMU,PASSENGER,8,PLJ,Palej,17:37:00,17:37:00,83,1111111
59726,MEMU,PASSENGER,9,MYG,Miyagam Karjan,17:49:00,17:50:00,96,1111111
59726,MEMU,PASSENGER,10,ITL,Itola,18:04:00,18:05:00,109,1111111
59726,MEMU,PASSENGER,11,VRA,Varnama,18:13:00,18:13:00,116,1111111
59726,MEMU,PASSENGER,12,MKPR,Makarpura,18:20:00,18:21:00,123,1111111
59726,MEMU,PASSENGER,13,BRC,Vadodara Jn,18:28:00,--,129,1111111
